BookID,FirstName,MiddleNames,LastName,Role
13476,Claude,V,King,Author
13477,C,Marvin,Pate,Author
13478,Diane,Susan,Petty,Author
13479,Jeffrey,T,Reed,Author
13479,Stanley,E,Porter,Author
13479,Matthew,Brook,O Donnell,Author
13480,Fred,S,Kleiner,Author
13480,Horst,"De,la",Croix,Author
13480,Christin,J,Mamiya,Author
13480,Richard,G,Tansey,Author
13480,Helen,,Gardner,Author
13480,Diane,,Kirkpatrick,Author
13481,Cherri,Melton,Flinn,Author
13482,Steven,D,Gammon,Author
13482,Darrell,D,Ebbing,Author
13483,Susan,,Wink,Author
13484,Matthew,,Vines,Author
13487,Jack,,Countryman,Author
13489,Margaret,,Mitchell,Author
13491,J,Scott,Duvall,Author
13491,J,Daniel,Hays,Author
13492,J,Scott,Duvall,Author
13492,J,Daniel,Hays,Author
13493,Charles,,Dickens,Author
13494,Laurence,M,Vance,Author
13495,Charles,R,Swindoll,Author
13496,Anmarie,,Barrie,Author
13497,Jonathan,,Swift,Author
13498,Tom,,White,Author
13499,Greg,,Ovechka,Author
13500,Ronald,K,Tacelli,Author
13500,Peter,,Kreeft,Author
13501,Max,,Lucado,Author
13502,Bert,,Bates,Author
13502,Kathy,,Sierra,Author
13503,Dwayne,,Moore,Author
13505,Louis,,Sachar,Author
13507,Robert,"A,J",Gagnon,Author
13507,Dan,Otto,Via,Author
13508,John,Sims,Townsend,Author
13508,Henry,,Cloud,Author
13509,Tom,,Hopkins,Author
13509,Warren,,Jamison,Author
13510,J,,Budziszewski,Author
13511,Dale,,Carnegie,Author
13512,D,James,Kennedy,Author
13512,Jerry,,Newcombe,Author
13513,Robert,,Graves,Author
13514,Cliff,,Palmer,Author
13515,Charles,M,Sheldon,Author
13516,Raymond,T,McNally,Author
13516,Radu,,Florescu,Author
13517,William,Carlos,Williams,Author
13518,Stephen,M,Miller,Author
13519,Rex,M,Horne,Author
13520,John,D,Jackson,Author
13520,Larry,G,Sellers,Author
13520,Jane,B,Taylor,Author
13520,Jan,A,Pechenik,Author
13520,Larry,,Lewis,Author
13520,Geraldine,,Ross,Author
13520,Denny,,Smith,Author
13521,Richard,A,Young,Author
13522,Minta,,Berry,Author
13523,John,William,Rogerson,Author
13523,William,,Barclay,Author
13524,Wayne,,Goddard,Author
13525,Donald,J,Mastronarde,Author
13526,Vipin,,Kumar,Author
13526,Michael,,Steinbach,Author
13526,Pang-Ning,,Tan,Author
13527,Ana,Weston,Solomon,Author
13528,Mark,M,Meysenburg,Author
13529,Daniel,A,Foxvog,Author
13530,Ralph,,Ellison,Author
13531,William,,Kennedy,Author
13532,Jeff,,Iorg,Author
13534,Charlotte,,Brontï¿½,Author
13537,Jules,,Verne,Author
13538,William,,Shakespheare,Author
13539,Constantine,R,Campbell,Author
13540,Eric,,French,Author
13541,H,Rider,Haggard,Author
13543,David,P,Gushee,Author
13543,Glen,Harold,Stassen,Author
13544,Suzanne,,Somers,Author
13546,Jay,,Strack,Author
13547,Gene,M,Hammitt,Author
13547,Heywood,,Wald,Author
13548,Armando,,Gonzalez,Author
13548,Crysfel,,Villa,Author
13549,Cameron,,Newham,Author
13549,Bill,,Rosenblatt,Author
13550,Elbert,,Hannah,Author
13550,Linda,,Lamb,Author
13550,Arnold,,Robbins,Author
13551,Thomas,,Hobbes,Author
13552,Charles,W,Colson,Author
13553,William,,Faulkner,Author
13554,William,,McGregor,Author
13555,Christopher,,Negus,Author
13556,Ken,,Anderson,Author
13557,Louisa,May,Alcott,Author
13557,Kevin,,McIntyre,Author
13558,G,Tyler,Miller,Author
13558,Jane,,Heinze-Fry,Author
13558,,,Miller,Author
13559,Rana,K,Casteel,Author
13559,Christopher,A,Warnasch,Author
13559,Rym,,Bettaieb,Author
13559,Hadi,,Kebbeh,Author
13560,Michael,,Huth,Author
13560,Mark,,Ryan,Author
13561,John,,Ortberg,Author
13562,Henry,,Green,Author
13563,John,Myles,White,Author
13563,Drew,,Conway,Author
13564,Kirsti,,Aho,Author
13565,Karl,,Marx,Author
13565,Friedrich,,Engels,Author
13568,Avery,T,Willis,Author
13569,Dylan,Q,Retsek,Author
13570,Erwin,,Panofsky,Author
13571,Richard,,Land,Author
13571,Jay,,Strack,Author
13573,Mark,,Johnson,Author
13573,George,,Lakoff,Author
13574,Carolyn,Pasewark,Denny,Author
13574,William,Robert,Pasewark,Author
13575,Carol,S,Dweck,Author
13576,Herman,,Melville,Author
13578,O,S,Hawkins,Author
13579,James,E,Shuman,Author
13580,Agatha,,Christie,Author
13581,Oswald,,Chambers,Author
13581,James,,Reimann,Author
13582,Edith,,Hamilton,Author
13583,Richard,P,Martin,Author
13584,Steven,,Bird,Author
13584,Ewan,,Klein,Author
13584,Edward,,Loper,Author
13585,Joshua,,Rowe,Author
13587,Dale,,Purves,Author
13588,John,Gresham,Machen,Author
13589,George,A,Kennedy,Author
13590,David,Alan,Black,Author
13591,Kyle,,Idleman,Author
13592,Lois,,Lowry,Author
13593,Leonard,,Peikoff,Author
13595,W,Somerset,Maugham,Author
13595,Jane,,Smiley,Author
13596,John,,Steinbeck,Author
13597,Ellis,R,Brotzman,Author
13598,Charles,,Dickens,Author
13599,G,"D,H",Cole,Author
13599,Jean-Jacques,,Rousseau,Author
13600,Dave,,Brunn,Author
13601,John,R,Kohlenberger,Author
13601,Roy,,Roper,Author
13602,Patrick,J,Johnstone,Author
13602,Jason,,Mandryk,Author
13603,Paula,Yurkanis,Bruice,Author
13604,Charles,,Darwin,Author
13605,John,,Milton,Author
13606,John,,Milton,Author
13607,J,F,Bierlein,Author
13608,Randy,J,Larsen,Author
13608,David,M,Buss,Author
13609,Erwin,,Panofsky,Author
13610,Louis,,Pojman,Author
13610,Lewis,,Vaughn,Author
13611,Paul,L,Knox,Author
13611,Sallie,A,Marston,Author
13612,Stanley,J,Grenz,Author
13612,Cherith,Fee,Nordling,Author
13612,David,,Guretzki,Author
13625,Avery,T,Willis,Author
13625,T,W,Hunt,Author
13625,Catherine,,Walker,Author
13626,Jane,,Austen,Author
13626,Carol,,Howard,Author
13626,Jane,,Kendall,Author
13628,D,J,Hand,Author
13628,Heikki,,Mannila,Author
13628,Padhraic,,Smyth,Author
13629,Jerry,Lee,Ford,Author
13630,Mark,,Summerfield,Author
13631,Michael,Lee,Scott,Author
13632,Albert,Anthony,Maisto,Author
13632,Charles,G,Morris,Author
13633,Carol,,Tavris,Author
13633,Carole,,Wade,Author
13634,George,W,Knight,Author
13635,Rayburn,W,Ray,Author
13635,George,W,Knight,Author
13636,George,W,Knight,Author
13637,David,,Platt,Author
13638,David,,Platt,Author
13639,E,L,Doctorow,Author
13641,Mark,,Beuving,Author
13641,Francis,,Chan,Author
13642,,,Plato,Author
13642,Robin,,Waterfield,Translator
13643,Jay,,Strack,Author
13644,K,P,Yohannan,Author
13645,Thomas,,Paine,Author
13646,Henry,,Gilbert,Author
13647,Rose,,Publishing,Author
13648,Chip,,Henderson,Author
13649,Richard,A,LaFleur,Author
13649,Frederic,M,Wheelock,Author
13650,Ralph,Waldo,Emerson,Author
13651,Carl,A,Gunter,Author
13652,Theodore,,Dreiser,Author
13653,Stephen,L,Franzoi,Author
13654,John,J,Macionis,Author
13655,Ian,,Sommerville,Author
13656,William,,Styron,Author
13657,Irwin,,Stern,Author
13658,Angela,S,Wilkes,Author
13659,James,H,Martin,Author
13659,Dan,,Jurafsky,Author
13660,Greg,,Heisler,Author
13661,George,E,Vaillant,Author
13663,Godfrey,,Muganda,Author
13663,Tony,,Gaddis,Author
13664,Chris,,Shook,Author
13664,Kerry,,Shook,Author
13665,Bobby,H,Welch,Author
13665,David,,Apple,Author
13665,Doug,,Williams,Author
13665,Bill,,Craig,Author
13666,John,Alan,Halloran,Author
13668,Harvey,B,Mackay,Author
13669,Barry,St,Clair,Author
13669,Keith,,Naylor,Author
13670,Roger,Lancelyn,Green,Author
13670,Heather,,Copley,Author
13670,Michael,,Rosen,Author
13671,Terry,G,Carter,Author
13671,Preben,,Vang,Author
13672,F,Scott,Fitzgerald,Author
13673,John,C,Maxwell,Author
13674,Mark,,Twain,Author
13675,Arthur,Conan,Doyle,Author
13676,Mark,,Twain,Author
13677,John,Kenneth,Galbraith,Author
13678,Edith,,Wharton,Author
13679,Calvert,,Watkins,Author
13680,Kathleen,Murphy,Peters,Author
13680,Brian,Stewart,Hook,Author
13680,Merritt,W,Moseley,Author
13681,Michael,W,Holmes,Author
13682,Carole,,HÃ©naff,Author
13683,Sun,,Tzu,Author
13683,Lionel,,Giles,Translator
13684,Alex,,Haley,Author
13684,Malcolm,,X,Author
13685,J,Scott,Duvall,Author
13685,J,Daniel,Hays,Author
13686,Daniel,B,Wallace,Author
13687,T,R,Hollingsworth,Author
13687,Linda,R,McGinn,Author
13688,Dennis,,Daniel,Author
13688,Len,,Jones,Author
13689,Fyodor,,Dostoevsky,Author
13690,Charles,A,Briggs,Author
13690,S,R,Driver,Author
13690,James,,Strong,Author
13690,Francis,,Brown,Author
13690,Wilhelm,,Gesenius,Author
13690,Edward,,Robinson,Author
13691,Brent,,Crowe,Author
13691,David,,Nasser,Author
13692,Jack,,London,Author
13693,Brian,L,Webster,Author
13694,David,,McLaughlan,Author
13695,Lee,,Strobel,Author
13696,Lee,,Strobel,Author
13697,Lee,,Strobel,Author
13698,J,D,Salinger,Author
13699,Chaim,,Potok,Author
13700,Charles,Mills,Gayley,Author
13701,Richard,J,Finneran,Author
13701,William,Butler,Yeats,Author
13702,Angela,,Sayer,Author
13703,C,S,Lewis,Author
13704,Scott,,Dawson,Author
13705,Jacob,,Grimm,Author
13705,Wilhelm,,Grimm,Author
13706,Kay,Germain,Ingalls,Author
13706,Christine,,Rose,Author
13707,Marc,,Einsohn,Author
13707,Gail,,Stein,Author
13708,Edgar,Allan,Poe,Author
13709,Alexandre,,Dumas,Author
13710,Arthur,,Miller,Author
13711,Nathanael,,West,Author
13712,Elizabeth,,Bowen,Author
13713,C,Bill,Hogue,Author
13714,James,D,Watson,Author
13715,Andrew,,George,Author
13716,Pat,,Richley,Author
13717,James,,Strong,Author
13718,Jared,C,Wilson,Author
13718,Matt,,Chandler,Author
13720,Virginia,Llewellyn,Smith,Author
13720,Henry,,James,Author
13721,Peter,J,Conn,Author
13721,Pearl,S,Buck,Author
13722,David,G,McCullough,Author
13723,Steve,,Scott,Author
13724,Barclay,Moon,Newman,Author
13724,Kurt,,Aland,Author
13725,Michael,,Reagan,Author
13726,Mark,,Aronoff,Author
13726,Janie,,Rees-Miller,Author
13728,Justin,,Lookadoo,Author
13729,Jason,,Cruise,Author
13730,James,,Strong,Author
13730,Spiros,,Zodhiates,Author
13731,Craig,,Blomberg,Author
13732,J,"R,R",Tolkien,Author
13733,Edith,,Wharton,Author
13734,Samuel,,Butler,Translator
13734,,Homer,Homer,Author
13735,H,G,Wells,Author
13736,H,G,Wells,Author
13737,Philip,,Yancey,Author
13738,Upton,,Sinclair,Author
13739,Rudyard,,Kipling,Author
13740,J,J,Grandville,Author
13741,Lewis,,Thomas,Author
13742,Arthur,Conan,Doyle,Author
13743,T,Patrick,Burke,Author
13744,Dashiell,,Hammett,Author
13745,Howard,B,Foshee,Author
13746,William,D,Mounce,Author
13747,Peter,Mark,Roget,Author
13747,Philip,D,Morehead,Author
13748,Bram,,Stoker,Author
13748,Leslie,,Klinger,Editor
13750,James,,Strong,Author
13751,James,,Strong,Author
13752,Kenneth,L,Barker,Author
13752,Donald,W,Burdick,Author
13753,Margaret,Lucas,Cavendish,Author
13753,Julian,of,Norwich,Author
13753,M,H,Abrams,Author
13753,Mary,Sidney,Herbert,Author
13753,Mary,Wortley,Montagu,Author
13753,John,,Milton,Author
13753,William,,Shakespheare,Author
13753,Thomas,,Hobbes,Author
13753,Joseph,,Addison,Author
13753,Roger,,Ascham,Author
13753,Mary,,Astell,Author
13753,Francis,,Bacon,Author
13753,Aphra,,Behn,Author
13753,James,,Boswell,Author
13753,Thomas,,Browne,Author
13753,John,,Bunyan,Author
13753,Robert,,Burton,Author
13753,Samuel,,Butler,Author
13753,Thomas,,Campion,Author
13753,Thomas,,Carew,Author
13753,Geoffrey,,Chaucer,Author
13753,William,,Collins,Author
13753,William,,Congrave,Author
13753,Abiezer,,Coppe,Author
13753,Abraham,,Cowley,Author
13753,William,,Cowper,Author
13753,George,,Crabbe,Author
13753,Richard,,Crashaw,Author
13753,Samuel,,Daniel,Author
13753,John,,Davies,Author
13753,Daniel,,Defoe,Author
13753,John,,Denham,Author
13753,John,,Donne,Author
13753,Michael,,Drayton,Author
13753,John,,Dryden,Author
13753,Queen,,Elizabeth,Author
13753,Anne,,Finch,Author
13753,John,,Foxe,Author
13753,George,,Gascoigne,Author
13753,John,,Gay,Author
13753,Arthur,,Golding,Author
13753,Oliver,,Goldsmith,Author
13753,Thomas,,Gray,Author
13753,Fulke,,Greville,Author
13753,Anne,,Halkett,Author
13753,Thomas,,Hariot,Author
13753,George,,Herbert,Author
13753,Robert,,Herrick,Author
13753,Thomas,,Hoby,Author
13753,Richard,,Hooker,Author
13753,Henry,,Howard,Author
13753,Lucy,,Hutchinson,Author
13753,Edward,,Hyde,Author
13753,Samuel,,Johnson,Author
13753,Ben,,Jonson,Author
13753,Margery,,Kempe,Author
13753,Henry,,King,Author
13753,William,,Langland,Author
13753,Aemilla,,Lanyer,Author
13753,John,,Lilburne,Author
13753,John,,Locke,Author
13753,Richard,,Lovelace,Author
13753,John,,Lyly,Author
13753,Thomas,,Malory,Author
13753,Christopher,,Marlowe,Author
13753,Andrew,,Marvell,Author
13753,Thomas,,More,Author
13753,Thomas,,Nashe,Author
13753,Issac,,Newton,Author
13753,Dorothy,,Osborne,Author
13753,Samuel,,Pepys,Author
13753,Katherine,,Philips,Author
13753,Alexander,,Pope,Author
13753,Matthew,,Prior,Author
13753,Walter,,Raleigh,Author
13753,John,,Skelton,Author
13753,Christopher,,Smart,Author
13753,Robert,,Southwell,Author
13753,Edmund,,Spenser,Author
13753,Richard,,Steele,Author
13753,John,,Suckling,Author
13753,Jonathan,,Swift,Author
13753,Philip,,Sydney,Author
13753,James,,Thomson,Author
13753,Thomas,,Traherne,Author
13753,Henry,,Vaughan,Author
13753,Edmund,,Waller,Author
13753,Izaak,,Walton,Author
13753,John,,Webster,Author
13753,John,,Wilmot,Author
13753,Gerrard,,Winstanley,Author
13753,Mary,,Wroth,Author
13753,Thomas,,Wyatt,Author
13754,Barry,B,Powell,Translator
13754,,,Homer,Author
13755,Arnold,,Bennett,Author
13755,John,,Wain,Author
13757,O,S,Hawkins,Author
13758,I,A,Richards,Author
13759,Charles,,Dickens,Author
13760,Oscar,,Wilde,Author
13761,Henry,,James,Author
13762,Wayne,A,Rebhorn,Author
13762,W,K,Marriott,Author
13762,NiccolÃ²,,Machiavelli,Author
13763,Richard,,Warren,Author
13764,Timothy,,Keller,Author
13765,Stephen,,Crane,Author
13766,Nathaniel,,Hawthorne,Author
13767,Kenneth,H,Blanchard,Author
13767,Mark,,Miller,Author
13768,James,W,Pennebaker,Author
13769,J,"R,R",Tolkien,Author
13770,William,"Edward,Burghardt,Du",Bois,Author
13771,Mark,,Lilla,Author
13772,Max,,Lucado,Author
13772,Randy,,Frazee,Author
13773,Robert,Louis,Stevenson,Author
13774,Donna,Haisty,Winchell,Author
13774,Annette,T,Rottenberg,Author
13775,Jan,Harold,Brunvand,Author
13776,J,Harold,Greenlee,Author
13777,Joel,C,Rosenberg,Author
13778,Alexandre,,Dumas,Author
13779,H,G,Wells,Author
13780,Joel,C,Rosenberg,Author
13781,H,G,Wells,Author
13782,Samuel,,Butler,Author
13783,Mark,,Twain,Author
13784,Samuel,E,Wood,Author
13784,Ellen,Meiksins,Wood,Author
13784,Ellen,"R,Green",Wood,Author
13785,Wayne,C,McWilliams,Author
13785,Harry,,Piotrowski,Author
13786,Belle,Becker,Sideman,Author
13786,Fritz,,Kredel,Author
13788,Erskine,,Caldwell,Author
13789,Robert,Louis,Stevenson,Author
13790,Geoffrey,,Chaucer,Author
13791,Jules,,Verne,Author
13792,Laura,,Hillenbrand,Author
13793,Harriet,Beecher,Stowe,Author
13794,Booker,T,Washington,Author
13796,JosÃ©,A,Blanco,Author
13796,Philip,Redwine,Donley,Author
13796,Elaine,Kolker,Horwitz,Author
13797,Ella,E,Clark,Author
13797,Molly,,Braun,Author
13797,Margot,,Edmonds,Author
13798,S,A,Biblograf,Author
13798,Carlos,F,MacHale,Author
13800,John,,Franklin,Author
13801,Leo,,Tolstoy,Author
13802,Dave,,Gibbons,Author
13802,Alan,,Moore,Author
13803,Michael,D,McKinley,Author
13804,Victoria,,Kirst,Author
13804,Jessica,,Miller,Author
13804,Martin,,Stepp,Author
13805,Walter,C,Kidney,Author
13805,Laurence,,Urdang,Author
13806,Michael,,Agnes,Author
13807,Charlton,,Laird,Author
13808,Robert,C,Stacey,Author
13808,Judith,G,Coffin,Author
13808,Robert,E,Lerner,Author
13808,Standish,,Meacham,Author
13809,Kenneth,H,Blanchard,Author
13809,Jim,,Ballard,Author
13809,Kenneth,,Blanchard,Author
13809,Thad,,Lacinak,Author
13809,Chuck,,Tompkins,Author
13810,David,,Jeremiah,Author
13811,Garry,,Wills,Author
13812,Richard,A,LaFleur,Author
13812,Frederic,M,Wheelock,Author
13813,Wilson,,Rawls,Author
13814,Jean,,Rhys,Author
13815,William,,Wilson,Author
13816,Ellie,,Claire,Author
13817,Richard,A,LaFleur,Author
13817,Frederic,M,Wheelock,Author
13817,Paul,T,Comeau,Author
13818,Kirk,,Polking,Author
13819,Emily,,BrontÃ«,Author
13820,Richard,,Shore,Author
13820,Anil,,Nerode,Author
13821,Mordechai,,Ben-Ari,Author
13822,Jean,H,Gallier,Author
13823,Deborah,L,McGuinness,Author
13823,Franz,,Baader,Author
13823,Diego,,Calvanese,Author
13824,Ronald,,Brachman,Author
13824,Hector,,Levesque,Author
13825,Raymond,,Reiter,Author
13826,Trevor,,Hastie,Author
13826,Robert,,Tibshirani,Author
13826,Jerome,,Friedman,Author
13827,Mark,A,Hall,Author
13827,Ian,H,Witten,Author
13827,Eibe,,Frank,Author
13828,Jiawei,,Han,Author
13828,Micheline,,Kamber,Author
13828,Jian,,Pei,Author
13829,Tom,M,Mitchell,Author
13830,Lora,,Delwiche,Author
13830,Susan,,Slaughter,Author
13831,Soseki,,Natsume,Author
13831,Aiko,,Ito,Translator
13831,Graeme,,Wilson,Translator
13832,Albert,,Camus,Author
13833,Julio,,Cortazar,Author
13833,Gregory,,Rabassa,Translator
13834,Arkady,,Strugatsky,Author
13834,Boris,,Strugatsky,Author
13834,Olena,,Bormashenko,Translator
13835,Vladimir,,Nabokov,Author
13836,Ian,,Banks,Author
13837,William,,Faulkner,Author
13838,Ray,,Bradbury,Author
13839,Virginia,,Woolf,Author
13840,Cormac,,McCarthy,Author
13841,H,A,Swain,Author
13842,Richard,,Pevear,Translator
13842,Larissa,,Volokhonsky,Translator
13842,Nikolai,,Gogol,Author
13843,David,Foster,Wallace,Author
13844,Johann,"Wolfgang,Von",Goethe,Author
13845,Roberto,,Bolano,Author
13845,Natasha,,Wimmer,Translator
13846,Stanislaw,,Lem,Author
13846,Steve,,Cox,Translator
13846,Joanna,,Kilmartin,Translator
13847,Philip,K,Dick,Author
13848,Hunter,S,Thompson,Author
13848,Ralph,,Steadman,Translator
13849,Jack,,Kerouac,Author
13850,Walt,,Whitman,Author
13851,Bret,Easton,Ellis,Author
13852,William,S,Burroughs,Author
13853,Thomas,,Pynchon,Author
13854,Mikhail,,Bulgakov,Author
13854,Diana,,Burgin,Translator
13855,Virginia,,Woolf,Author
13856,Albert,,Camus,Author
13856,Stuart,,Gilbert,Translator
13857,Don,,Delillo,Author
13858,John,,Williams,Author
13859,James,,Joyce,Author
13860,Thomas,,Pynchon,Author
13861,Frank,,Herbert,Author
13862,Constance,,Garnett,Translator
13862,Leo,,Tolstoy,Author
13863,Hermann,,Hesse,Author
13863,Hilda,,Rosner,Translator
13864,Fyodor,,Dostoevsky,Author
13864,Richard,,Pevear,Translator
13864,Larissa,,Volokhonsky,Translator
13865,Thomas,,Pynchon,Author
13866,Gabriel,Garcia,Marquez,Author
13866,Gregory,,Rabassa,Translator
13867,Italo,,Calvino,Author
13868,Jorge,Luis,Borges,Author
13869,Roberto,,Bolano,Author
13869,Natasha,,Wimmer,Translator
13870,Louis-Ferdinand,,Celine,Author
13870,Ralph,,Manheim,Translator
13871,Franz,,Kafka,Author
13872,Thomas,,Pynchon,Author
13873,Cormac,,McCarthy,Author
13874,Albert,,Camus,Author
13874,Matthew,,Ward,Translator
13875,David,Foster,Wallace,Author
13876,William,,Faulkner,Author
13877,Paul,,Bowles,Author
13878,Iris,,Murdoch,Author
13879,John,,Fowles,Author
13880,Salman,,Rushdie,Author
13881,Joseph,,Conrad,Author
13882,Wallace,,Stegner,Author
13883,Saul,,Bellow,Author
13884,Rudyard,,Kipling,Author
13885,James,,Joyce,Author
13886,Muriel,,Spark,Author
13887,Evelyn,,Waugh,Author
13888,Ernest,,Hemingway,Author
13889,V,S,Naipaul,Author
13890,Richard,,Hughes,Author
13891,Sinclair,,Lewis,Author
13892,John,,Cheever,Author
13893,James,,Jones,Author
13894,Ray,,Bradbury,Author
13895,Walker,,Percy,Author
13896,Max,,Beerbohm,Author
13897,Ford,Madox,Ford,Author
13898,Philip,,Roth,Author
13899,Norman,,Mailer,Author
13900,D,H,Lawrence,Author
13901,D,H,Lawrence,Author
13902,Joseph,,Conrad,Author
13903,Ernest,,Hemingway,Author
13904,James,,Dickey,Author
13905,William,,Golding,Author
13906,James,,Baldwin,Author
13907,E,M,Forster,Author
13908,Thornton,,Wilder,Author
13909,Robert,Penn,Warren,Author
13910,William,,Faulkner,Author
13911,Ford,Madox,Ford,Author
13912,James,T,Farrell,Author
13913,Henry,,James,Author
13914,Henry,,James,Author
13915,E,M,Forster,Author
13916,Sherwood,,Anderson,Author
13917,John,Dos,Passos,Author
13918,John,,O Hara,Author
13919,Saul,,Bellow,Author
13920,Richard,,Wright,Author
13921,Carson,,McCullers,Author
13922,Theodore,,Dreiser,Author
13923,D,H,Lawrence,Author
13924,Arthur,,Koestler,Author
13925,Malcolm,,Lowry,Author
13926,James,,Joyce,Author
13927,Joseph,,Conrad,Author
13928,F,Scott,Fitzgerald,Author
13929,Joseph,,Heller,Author
13930,Aldous,,Huxley,Author
13931,Ray,,Bradbury,Author
13932,Ernest,,Hemingway,Author
13933,John,,Steinbeck,Author
13934,Tim,,O'Brien,Author
13935,Kurt,,Vonnegut,Author
13936,Anthony,,Burgess,Author
13937,Walter,J,Cobb,Translator
13937,Victor,,Hugo,Author
13938,Victor,,Hugo,Author
13938,Lee,,Fahnestock,Translator
13938,Norman,,MacAfee,Translator
13939,Johann,D,Wyss,Author
13940,James,Fenimore,Cooper,Author
13941,Charles,,Dickens,Author
13942,Markus,,Zusak,Author
13943,Alice,,Walker,Author
13944,Ernest,,Hemingway,Author
13945,Katherine,,Paterson,Author
13946,S,E,Hinton,Author
13947,Franz,,Kafka,Author
13948,Harper,,Lee,Author
13949,Roald,,Dahl,Author
13950,Kate,,DiCamillo,Author
13951,Edgar,Rice,Burroughs,Author
13952,John,,Steinbeck,Author
13953,Roald,,Dahl,Author
13954,John,,Steinbeck,Author
13955,,,Aesop,Author
13955,Jack,,Zipes,Editor
13956,Arthur,C,Clarke,Author
13957,Philip,K,Dick,Author
13958,Arthur,,Miller,Author
13959,Alan,,Paton,Author
13960,Harper,,Lee,Author
13961,Jon,,Meacham,Author
13962,Jon,,Meacham,Author
13963,Jon,,Meacham,Author
13964,Vladimir,,Nabokov,Author
13965,Frederick,Jackson,Turner,Author
13966,Shelby,,Foote,Author
13967,Shelby,,Foote,Author
13968,Shelby,,Foote,Author
13969,James,,Baldwin,Author
13970,C,Vann,Woodward,Author
13971,Arthur,Meier,Schlesinger Jr,Author
13972,Richard,,Rhodes,Author
13973,Rebecca,,West,Author
13974,Robert,,Graves,Author
13975,George,,Orwell,Author
13976,Arnold,,Toynbee,Author
13977,Arnold,,Toynbee,Author
13978,Edmund,,Wilson,Author
13979,W,Jackson,Bate,Author
13980,Lytton,,Strachey,Author
13981,Lionel,,Trilling,Author
13982,Isak,,Dinesen,Author
13983,Dumas,,Malone,Author
13984,Dumas,,Malone,Author
13985,Dumas,,Malone,Author
13986,Dumas,,Malone,Author
13987,Dumas,,Malone,Author
13988,Dumas,,Malone,Author
13989,Marc,,Reisner,Author
13990,Ron,,Chernow,Author
13991,Keith,,Thomas,Author
13992,R,H,Tawney,Author
13993,Jonathan,D,Spence,Author
13994,William,H,McNeill,Author
13995,Richard,,Ellmann,Author
13996,Cecil,,Woodham-Smith,Author
13997,Paul,,Fussell,Author
13998,Lewis,,Mumford,Author
13999,James,M,McPherson,Author
14000,Edmund,,Morris,Author
14001,George,,Dangerfield,Author
14002,Tobias,,Wolff,Author
14003,Ralph,,Ellison,Author
14004,Robert,A,Caro,Author
14005,Richard,,Hofstadter,Author
14006,William,Appleman;,Williams,Author
14007,Herbert,David,Croly,Author
14008,Truman,,Capote,Author
14009,Janet,,Malcolm,Author
14010,Michael,,Finkel,Author
14011,Henry,,Adams,Author
14012,Graham,,Robb,Author
14013,Dava,,Sobel,Author
14014,Christopher,R,Browning,Author
14015,Neil,,Sheehan,Author
14016,Emmanuel,"Le,Roy",Ladurie,Author
14016,Barbara,,Bray,Translator
14017,John,,Keegan,Author
14018,Barbara,W,Tuchman,Author
14019,Barbara,W,Tuchman,Author
14020,R,W,Southern,Author
14021,Steven,,Runciman,Author
14022,Steven,,Runciman,Author
14023,Steven,,Runciman,Author
14024,Winston,S,Churchill,Author
14025,Winston,S,Churchill,Author
14026,Winston,S,Churchill,Author
14027,Winston,S,Churchill,Author
14028,Winston,S,Churchill,Author
14029,Winston,S,Churchill,Author
14030,Winston,S,Churchill,Author
14031,Winston,S,Churchill,Author
14032,Winston,S,Churchill,Author
14033,Winston,S;;,Churchill,Author
14034,Winston,S,Churchill,Author
14035,Winston,S,Churchill,Author
14036,Winston,S,Churchill,Author
14037,Winston,S,Churchill,Author
14038,Winston,S;,Churchill,Author
14039,Erich,Maria,Remarque,Author
14039,A,W,Wheen,Translator
14040,Edward,,Gibbon,Author
14041,Edward,,Gibbon,Author
14042,Edward,,Gibbon,Author
14043,Edward,,Gibbon,Author
14044,Edward,,Gibbon,Author
14045,Edward,,Gibbon,Author
14046,Geoffrey,of,Monmouth,Author
14047,Cheryl,,Perry,Author
14048,Rosalie,,David,Author
14049,John,L,Foster,Author
14050,Ian,,Shaw,Author
14051,Alvin,M,Josephy Jr,Author
14052,Keneva,,Kunz,Translator
14053,Carl,,Waldman,Author
14054,Barry,M;;,Pritzker,Author
14055,Frederick,E;,Hoxie,Author
14056,Carl,,Waldman,Author
14057,Jon,Manchip,White,Author
14058,Eric,,Hobsbawm,Author
14059,E,P,Thompson,Author
14060,Hannah,,Arendt,Author
14061,David,,Starkey,Author
14062,Mary,,Beard,Author
14063,Niall,,Ferguson,Author
14064,William,I,Hitchcock,Author
14065,Roger,,Crowley,Author
14066,Chris,,Harman,Author
14067,Adam,,Zamoysky,Author
14068,Catharine,,Arnold,Author
14069,Georges,,Roux,Author
14070,Samuel,Noah,Kramer,Author
14071,Jean,,Bttero,Author
14072,James,W,Heisig,Author
14073,James,W,Heisig,Author
14074,James,W,Heisig,Author
14076,Michio,,Tsutsui,Author
14076,Seiichi,,Makino,Author
14077,Michio,,Tsutsui,Author
14077,Seiichi,,Makino,Author
14078,Michio,,Tsutsui,Author
14078,Seiichi,,Makino,Author
14079,Joseph,,Thayer,Author
14080,H,L,Mencken,Author
14081,Merritt,,Ruhlen,Author
14082,David,,Crystal,Author
14083,Merritt,,Ruhlen,Author
14084,Akira,,Nakanishi,Author
